month,day,name_ko,name_en,scientific_name,flower_id,meaning_ko,source_url,editorial_note
1,11,측백나무,Arbor-Vitae,,,견고한 우정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 꽃말 '견고한 사랑'
1,12,향기 알리섬,Sweet Alyssum,,,빼어난 미모,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '알리섬' · 꽃말 '뛰어난 아름다움'
1,13,수선화,,Narcissus,narcissus,신비,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,14,시클라멘,,Cyclamen,cyclamen,내성적 성격,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1. 도감 연결: 표가 학명 Cyclamen 을 적어 두었고 꽃말(내성적 성격)도 하나코토바의 内気와 같다
1,15,가시,Thorn,,,엄격,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '가시나무'
1,16,노랑 히아신스,Hyacinth,,hyacinth,승부,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '노랑 히야신'
1,17,수영,,Rumex,,친근한 정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,18,어저귀,Indian Mallow,,,억측,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,19,소나무,Pine,,,불로장수,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,20,미나리아재비,Butter Cup,,,천진난만,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1: 도감 비연결: 미나리아재비(Ranunculus japonicus)는 카탈로그 ranunculus(라넌큘러스, R. asiaticus)와 같은 속이지만 한국어에서 서로 다른 꽃으로 쓰인다. 도감으로 보내면 다른 꽃을 보여 주게 되므로 연결하지 않았다"
1,21,담쟁이덩굴,Ivy,,,우정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,22,이끼,Moss,,,모성애,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,23,부들,Bulrush,,,순종,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 영문명 철자 교정: 원문 'Bullrusb' → 'Bulrush'
1,24,가을에 피는 사프란,Saffron-Crocus,,,절도의 미,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '샤프란'
1,25,점나도나물,,Cerastium,,순진,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '점나도식물'
1,26,미모사,Humble Plant,,,예민한 마음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,27,마가목,,Sorbus,,게으름을 모르는 마음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,28,검은 포플라,Black Poplar,,,용기,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,29,이끼,Moss,,,모성애,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
1,30,매쉬 메리골드,Marsh Marigold,,,반드시 오고야 말 행복,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 영문명 철자 교정: 원문 'Mash Marigold' → 'Marsh Marigold'. 순천만 표 표기 — 이름 '매쉬매리골드'
1,31,노란 사프란,Spring-Crocus,,crocus,청춘의 환희,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '샤프란' · 꽃말 '청춘의 즐거움'. 도감 연결: 1월 3일과 같은 판단 — 영문명 Spring-Crocus
2,1,앵초,Primrose,,primula,젊은 시절과 고뇌,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1. 도감 연결: 카탈로그 primula 는 잉글리시 프림로즈(Primula vulgaris)다. 같은 표가 카우슬립(5월 1일)·옥슬립(5월 18일)을 종 이름으로 따로 세워 두어, 홑이름 Primrose 행만 이었다"
2,2,모과,Chaenomeles,,,평범,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 영문명 철자 교정: 원문 'Chaendmeles' → 'Chaenomeles'
2,3,황새냉이,,Cardamine,,그대에게 바친다,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,4,빨간앵초,Primrose,,primula,돌보지 않는 아름다움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1. 도감 연결: 2월 1일과 같은 판단. 꽃말(돌보지 않는 아름다움)은 그리너웨이 1884 의 Primrose, Red — Unpatronized merit 와 결이 같다"
2,5,양치,Fern,,,사랑스러움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '고사리'
2,6,바위솔,Horse-Leek,,,가사에 근면함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 꽃말 '가사에 근면'
2,7,물망초,Forget-me-not,,forget-me-not,날 잊지 말아요,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,8,범의귀,Saxifrage,,,절실한 애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,9,은매화,Myrtle,,,사랑의 속삭임,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,10,서향,Winter Daphne,,,영광,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,11,멜리사,Balm,,,동정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,12,쥐꼬리망초,,Justicia procumbens,,가련미의 극치,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Justicia Procumbes' → 'Justicia procumbens'
2,13,갈풀,Canary Grass,,,끈기,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,14,카모밀레,Chamomile,,,역경에 굴하지 않는 강인함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,15,삼나무,Japanese Cedar,,,그대를 위해 살다,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1. birth-v2: 영문명 교정: 원표의 'Cedar'는 개잎갈나무속(Cedrus)을 가리켜, 이 행의 국명 삼나무(Cryptomeria japonica)와 다른 나무다. 화면 표기는 국명 기준이라 'Cedar' → 'Japanese Cedar'(docs/birth-stories-research-3.md §5 종 동정 함정)"
2,16,월계수,Victor's Laurel,,,명예,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1: 영문명 철자 교정: 원문 'Victor""s Laurel' → 'Victor's Laurel'"
2,17,야생화,Wild Flower,,,친숙한 자연,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,18,미나리아재비,Butter Cup,,,천진난만,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,19,떡갈나무,Oak,,,붙임성이 좋음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 꽃말 '붙임성이 좋다'
2,20,칼미아,,Kalmia,,커다란 희망,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,21,네모필라,California Blue-bell,,,애국심,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,22,무궁화,Rose of Sharon,,,미묘한 아름다움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 꽃말 '섬세한 아름다움'
2,23,살구꽃,,Prunus,,아가씨의 수줍음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,24,빙카,Periwinkle,,,즐거운 추억,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,25,사향장미,Musk Rose,,,변덕스런 사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 꽃말 '변덕스러운 사랑'
2,26,아도니스,,Adonis,,추억,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,27,아라비아의 별,Star of Arabia,,,순수,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,28,보리,Straw,,,일치단결,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
2,29,아르메리아,,Armeria,,배려,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표(365일)에는 이 날이 없다. 2월 29일을 가진 것은 로얄플라워 366일 표뿐이라 대조 대상이 없는 유일한 행이다
3,1,수선화,,Narcissus,narcissus,자존,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,2,미나리아재비,Butter Cup,,,아름다운 인격,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,3,자운영,,Astragalus,,나의 행복,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Astraglus' → 'Astragalus'
3,4,나무딸기,Raspberry,,,애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,5,수레국화,Corn Flower,,cornflower,행복감,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 꽃말 '행복함'. 도감 연결: 카탈로그 cornflower(Centaurea cyanus)와 같은 꽃이다
3,6,데이지,Daisy,,daisy,명랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,7,황새냉이,,Cardamine,,사무치는 그리움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,8,밤꽃,,Castanea,,진심,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,9,낙엽송,Larch,,,대담,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,10,느릅나무,Hackberry,,,고귀함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 영문명 어긋남: 느릅나무는 Elm(Ulmus)이고 Hackberry 는 팽나무다. 같은 표 9월 5일이 느릅나무에 Elm 을 붙여 표 안에서 어긋난다
3,11,씀바귀,,Ixeris,,순박함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'lxeris' → 'Ixeris'
3,12,수양버들,Weeping Willow,,,사랑의 슬픔,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,13,산옥잠화,Day Lily,,,사랑의 망각,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 도감 비연결: 산옥잠화에 붙은 Day Lily 도 백합속이 아니다(원추리·비비추 계열)
3,14,아몬드,Almond,,,희망,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,15,독당근,,Conium maculatum,,죽음도 아깝지 않음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1: 학명 철자 교정: 원문 'Conium Macutatum' → 'Conium maculatum'. 두 표가 갈린다. 순천만은 그냥 당근이라 적었지만 영문명 Conium maculatum 은 독당근이라, 학명이 있는 로얄플라워 쪽을 대표로 삼았다"
3,16,박하,Mint,,,미덕,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,17,콩꽃,Beans,,,반드시 오고야 말 행복,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,18,아스파라거스,,Asparagus,,무변화,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,19,치자나무,Cape Jasmine,,,한없는 즐거움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 도감 비연결: 치자나무(Gardenia jasminoides)는 이름에 Jasmine 이 붙지만 재스민이 아니다. flowers.csv 의 jasmine 행이 이미 경고해 둔 혼동이다
3,20,보라색 튤립,,Tulipa,tulip-white,영원한 애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '튤립'
3,21,벚꽃난,Honey-Plant,,,인생의 출발,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '벚꽃'. 도감 비연결: 벚꽃난(Hoya carnosa)은 벚나무가 아니다. 순천만 표는 이 날을 그냥 벚꽃으로 적어 두 표가 갈린다
3,22,당아욱,Mallow,,,은혜,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,23,글라디올러스,Gladiolus,,gladiolus,정열적인 사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1. 도감 연결: 꽃말(정열적인 사랑)이 하나코토바의 紫のグラジオラス「情熱的な恋」와 같다
3,24,금영화,California Poppy,,,희망,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 영문명 철자 교정: 원문 'Califonia Poppy' → 'California Poppy'. 순천만 표 표기 — 이름 '캘리포니아퍼피'
3,25,덩굴성 식물,Climbing Plant,,,아름다움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,26,흰앵초,Primrose,,primula,첫사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1. 도감 연결: 2월 1일과 같은 판단
3,27,칼세올라리아,,Calceolaria,,도움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,28,꽃아카시아나무,,Robinia hispida,,품위,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Robinia Hispida' → 'Robinia hispida'
3,29,우엉,,Arctium,,괴롭히지 말아요,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,30,금작화,Broom,,,청초,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
3,31,흑종초,,Nigella damascena,,꿈길의 애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Nigella Damascena' → 'Nigella damascena'
4,1,아몬드,Almond,,,진실한 사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,2,아네모네,Wind Flower,,anemone,기대,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,3,나팔수선화,Daffodil,,narcissus,존경,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,4,빨강 아네모네,Wind Flower,,anemone,그대를 사랑해,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '빨간아네모네'
4,5,무화과,Fig-Tree,,,풍부,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,6,아도니스,,Adonis,,영원한 행복,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,7,공작고사리,,Adiantum,,신명,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,8,금작화,Broom,,,박애,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,9,벚나무,Cherry,,cherry-blossom,정신미,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 도감 연결: 표에 Cherry 로만 적혀 있다. 카탈로그 cherry-blossom 은 절화·개화지 유통 기준 Prunus serrulata 다
4,10,빙카,Periwinkle,,,즐거운 추억,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,11,꽃고비,,Polemonium caeruleum,,와주세요,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Blemonium Coeruleum' → 'Polemonium caeruleum'
4,12,복사꽃,Peach,,,사랑의 노예,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '복숭아꽃'
4,13,페르시아 국화,Golden Wave,,,경쟁심,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,14,흰나팔꽃,Morning-Glory,,,넘치는 기쁨,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '흰색나팔꽃'
4,15,펜 오키드,Fen Orchid,,,훌륭함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,16,튤립,,Tulipa,tulip-white,아름다운 눈동자,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,17,독일 창포,German Iris,,iris,멋진 결혼,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '아이리스'. 도감 연결: 카탈로그 iris 는 절화용 더치 아이리스(Iris × hollandica)라 저먼 아이리스(I. germanica)와 종이 다르다. flowers.csv 가 오리스 뿌리 이야기로 이미 이 종을 같은 id 에 두고 있어 그대로 연결했다
4,18,자운영,,Astragalus,,감화,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,19,참제비고깔,Larkspur,,delphinium,청명,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1. 도감 연결: 카탈로그 delphinium 은 절화용 Delphinium elatum 계열이고 표의 Larkspur(참제비고깔)는 한해살이 제비고깔이라 종이 다르되, 옛 분류에서 같은 Delphinium 속으로 다뤘다. 꽃말(청명)이 하나코토바 デルフィニウム「清明」와 같아 이었다"
4,20,배나무,Pear,,,온화한 애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,21,수양버들,Weeping Willow,,,내 가슴의 슬픔,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,22,과꽃,China Aster,,aster,믿음직한 사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1. 도감 연결: 카탈로그 aster 는 과꽃(Callistephus chinensis)으로 표의 China Aster 와 종이 맞는다
4,23,도라지,Balloon Flower,,,상냥하고 따뜻함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 영문명 철자 교정: 원문 'Balloom-Flower' → 'Balloon Flower'
4,24,제라늄,Geranium,,geranium,결심,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1. 도감 연결: 꽃말(결심)이 하나코토바의 ピンクのゼラニウム「決心」「決意」와 같다
4,25,중국 패모,,Fritillaria thunbergii,,위엄,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Gritillaria Thunbergii' → 'Fritillaria thunbergii'
4,26,논냉이,,Cardamine lyrata,,불타는 애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 학명 철자 교정: 원문 'Cardamine Iyrata' → 'Cardamine lyrata'
4,27,수련,Water Lily,,water-lily,청순한 마음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1. 도감 연결(seed-v6): 정식 도감에 수련(Nymphaea)이 들어와 이었다. 이 행이 기록해 둔 대로 수련은 백합(Lilium)이 아니며, 영문명 Water Lily 의 lily 는 이름뿐이다"
4,28,빨간 앵초,Primrose,,primula,비할 바 없는 아름다움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '설앵초'. 도감 연결: 2월 1일과 같은 판단
4,29,동백나무,,Camellia,camellia,매력,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
4,30,금사슬나무,Golden-Chain,,,슬픈 아름다움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,1,카우슬립 앵초,Cowslip,,,젊은 날의 슬픔,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '앵초'
5,2,미나리아재비,Butter Cup,,,천진난만함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,3,민들레,Dandelion,,,신탁,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,4,딸기,Strawberry,,,존중과 애정,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,5,은방울꽃,Maylily,,lily-of-the-valley,섬세함,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,6,비단향나무꽃,Stock,,stock,영원한 아름다움,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '비단향꽃무'. 도감 연결: 비단향나무꽃·비단향꽃무는 카탈로그 stock(Matthiola incana)의 다른 이름이다. 꽃말(영원한 아름다움)도 그리너웨이 1884·뒤몽 1851 의 Stock — Lasting beauty 와 같다
5,7,딸기,Strawberry,,,사랑과 존경,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '딸기잎'
5,8,수련,Water Lily,,water-lily,청순한 마음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1. 도감 연결: 4월 27일과 같은 꽃
5,9,겹벚꽃,,Prunus,cherry-blossom,"정숙, 단아함",https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '겹벗꽃'. 도감 연결: 겹벚꽃은 Prunus serrulata 계열 겹꽃 품종이라 카탈로그 cherry-blossom 에 연결했다
5,10,꽃창포,Flag Iris,,iris,우아한 마음,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 도감 연결: 꽃창포(Iris ensata)는 카탈로그 iris(더치 아이리스)와 종이 다르다. 같은 붓꽃속이라 연결하되 종 차이를 여기 남긴다
5,11,사과,Apple,,,유혹,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,12,라일락,Lilac,,,사랑의 싹,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1: 순천만 표 표기 — 이름 '라이락'
5,13,산사나무,Hawthorn,,,유일한 사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,14,매발톱꽃,Columbine,,,승리의 맹세,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,15,물망초,Forget-me-not,,forget-me-not,진실한 사랑,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
5,16,조밥나물,,Hieracium,,선언,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,"birth-v1: 동정 불확실: 영문명 Hieracium 은 조밥나물속이다. 로얄플라워의 '조팝나물', 순천만의 '조팝나무'(Spiraea) 어느 쪽도 정확한 국명이 아니다. birth-v2: 이름 교정: 원표 '조팝나물'. 이 행의 학명 Hieracium 은 조밥나물속이라 국명을 '조밥나물'로 바로잡았다(docs/birth-photos-research-2.md 5/16 — 채택 컷도 Hieracium umbellatum)"
5,17,노랑 튤립,,Tulipa,tulip-white,사랑의 표시,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,birth-v1
